Date Made Public,Company,City,State,Type of breach,Type of organization,Total Records,Description of incident,Information Source,Source URL,Year of Breach,Latitude,Longitude
16-Nov-12,Nationwide Mutual Insurance Company and Allied Insurance,Columbus,Ohio,HACK,BSF,"1,000,000","A portion of the computer network used by Nationwide and Allied Insurance agents was breached by cyber criminals on October 3.  The attack was discovered on the same day and contained.  On October 16, it was determined that names, Social Security numbers, driver's license numbers, dates of birth, marital status, gender, occupation, and employer information had been stolen.  Affected parties were identified on November 2 and notifications were sent on November 16.UPDATE (11/20/2012): At least 28,000 people in Georgia were affected.  The total number of affected people is not known.UDPATE (12/10/2012): A total of 28,468 people in Georgia, 534 in Oklahoma, 12,490 in South Carolina, 286 in Maryland, 5,050 in California, 91,000 in Iowa, 170 in Hawaii, 8,000 in New Mexico, and 98,191 in Minnesota were affected. This brings the known total to 244,188.  Nationwide/Allied Group reported that the breach compromised the information of one million policyholders and non-policyholders nationwide.",California Attorney General,,2012,39.961176,-82.998794
7-Jan-13,"Centric Group, LLC",St. Louis,Missouri,UNKN,BSR,0,"Anyone who purchased items on www.accesscatalog.com using a credit card may have been affected by a breach that began in August 2010.  An unauthorized party may have obtained names, credit or debit card numbers, expiration dates, and payment card verification codes.  Centric Group learned of the incident on or around December 13, 2012.",California Attorney General,,2013,38.627003,-90.199404
11-Jan-13,EJ Phair Brewing Company and Alehouse,Concord,California,HACK,BSR,0,Customers who used credit or debit cards at EJ Phair discovered fraudulent chargers on their payment cards.  A hacker or hackers managed to access and misuse payment card numbers once they ran through EJ Phair's system.  It appears that customers who used cards at the location between September and late November of 2012 may have been affected.,California Attorney General,,2013,37.977978,-122.031073
14-Aug-12,Creative Croissants,San Jose,California,UNKN,BSR,0,"A breach at Creative Croissants results in the exposure of customer credit card information.  It is unclear how the breach occurred and the date of the breach was March 2, 2012.",California Attorney General,,2012,37.339386,-121.894956
21-Dec-12,Workers United,New York,New York,PORT,BSO,0,The theft of a hard drive from the office of an unnamed independent contractor resulted in the exposure of sensitive information.  The theft occurred on either October 13 or 14 of 2012 and Workers United learned of the issue on October 25.  A database with former Workers United member names and Social Security numbers was on the hard drive.,Databreaches.net,,2012,40.714353,-74.005973
26-Jan-13,"Wilton Brands LLC, www.wilton.com",Woodridge,Illinois,HACK,BSR,0,"Customers who made purchases on www.wilton.com between October 8, 2012 and January 8, 2013 may have had their credit or debit card information exposed.  A Wilton service provider discovered the issue on or around January 8, 2013.  A malicious user accessed the website information and payment card numbers, expiration dates, and security codes may have been exposed.  Customer names, addresses, and telephone numbers are also at risk.This incident is in addition to the hacking incident that took place between July and October of 2012.  That incident was reported on December 12, 2012.",California Attorney General,,2013,41.746975,-88.050341
12-Aug-05,Verizon,New York,New York,DISC,BSR,0,A website flaw allowed customers to check the account details of other customers if they knew their phone numbers.  Users' minutes and cell phone models could be viewed in this manner.  This unintentional feature may have gone unnoticed for five years due to a glitch.,Dataloss DB,,2005,40.714353,-74.005973
8-Feb-12,"West Virginia Chiefs of Police Association, Alabama Department of Public Safety, Texas Department of Public Safety, City of Mobile Police Department, Texas Police Chiefs Association, Texas Police Association",,West Virginia,HACK,BSR,"46,943","A hacker obtained and revealed 156 home addresses, phone numbers, cell phone numbers, email addresses, and usernames of police officers associated with the West Virginia Chiefs of Police Association. Retired police chiefs, and every current police chief in West Virginia had their information exposed. The hacker was associated with Anonymous.UPDATE (08/24/2012): A hacker associated with the attack on West Virginia Chiefs of Police Association and several other law enforcement associations was caught and sentenced to 27 months in federal prison.  He was also ordered to pay $14,062.17 in restitution.  Alabama Department of Public Safety spreadsheets with information on sex crimes and a database listing descriptions of offenders' cars were posted online. Over 46,000 citizens in the state of Alabama may have had their names, Social Security numbers, license plate numbers, dates of birth, phone numbers, addresses, and criminal records accessed by hackers who attacked the City of Mobile Police Department. A total of 787 police officer names, usernames, plain text passwords, addresses, and other agency information from The Texas Police Association was posted online.  The Wisconsin Chiefs of Police Association, the Texas Department of Public Safety, the Dallas Police Department, and the Texas Police Chiefs Association also experienced hack attacks.",Databreaches.net,,2012,38.597626,-80.454903
12-Jan-13,Zaxby's,Athens,Georgia,HACK,BSR,0,Over 108 Zaxby's restaurants experienced a breach related to customer credit and debit cards.  A number of people experienced credit card fraud and an investigation led to Zaxby's as a common point of purchase.  Suspicious files were found on Zaxby's system during the subsequent investigation.  ,Databreaches.net,,2013,33.95,-83.383333
28-Jan-13,Walz and Associates Law Firm,Albuquerque,New Mexico,PHYS,BSO,0,"A concerned citizen found hundreds of documents in a recycling center and notified a local news team.  The documents included criminal histories, depositions, medical records, personal phone numbers, and addresses.  Most were from the 1990's.  Most or all of the information did not need to be shredded because it was considered public record.  The local news team contacted a director from the solid waste division and the documents were removed for shredding.",PHIPrivacy.net,,2013,35.110703,-106.609991
29-Jan-13,Stethescope.com,Natick,Massachusetts,HACK,BSR,0,"A hacker accessed the webserver used to host stethoscope.com on December 3.  The breach was discovered in mid-December during routine server maintenance.  Customer names, addresses, email addresses, and credit card information such as numbers, expiration dates, and security codes may have been exposed.",California Attorney General,,2013,42.283333,-71.35
